td_id,spotsID,scenicSpots,time,day,people,cost
19007176,12938,海南,null,null,null,null
18072784,12938,海南,出发时间/2019-11-19,出行天数/5 天,人物/ 和朋友,人均费用/2000RMB
12066894,12938,海南,出发时间/2019-03-04,出行天数/5 天,人物/ 和朋友,人均费用/3000RMB
17830243,12938,海南,出发时间/2019-10-27,出行天数/5 天,人物/ 和朋友,人均费用/5000RMB
18528289,12938,海南,出发时间/2019-12-13,出行天数/14 天,人物/家庭出游,人均费用/5000RMB
17360056,12938,海南,null,null,null,null
9589277,12938,海南,出发时间/2018-06-10,出行天数/7 天,人物/带孩子,人均费用/3200RMB
12460658,12938,海南,出发时间/2019-01-25,出行天数/30 天,人物/家庭出游,null
18205891,12938,海南,出发时间/2012-12-22,出行天数/5 天,人物/ 和朋友,人均费用/6000RMB
8636718,12938,海南,出发时间/2018-03-01,出行天数/3 天,人物/情侣/夫妻,人均费用/3999RMB
13080350,12938,海南,出发时间/2019-01-01,出行天数/10 天,人物/ 和朋友,人均费用/5000RMB
8357754,12938,海南,出发时间/2018-01-30,出行天数/7 天,人物/一个人,人均费用/3000RMB
5352797,12938,海南,null,null,null,null
5370294,12938,海南,出发时间/2015-12-08,出行天数/5 天,人物/带孩子,人均费用/3300RMB
17249347,12938,海南,出发时间/2019-10-05,出行天数/3 天,人物/家庭出游,人均费用/1200RMB
11927126,12938,海南,出发时间/2019-01-15,出行天数/5 天,人物/ 和朋友,人均费用/5000RMB
18514366,12938,海南,null,null,人物/带孩子,人均费用/2700RMB
10122978,12938,海南,出发时间/2018-07-20,出行天数/3 天,人物/家庭出游,人均费用/5000RMB
11856646,12938,海南,出发时间/2019-02-14,出行天数/1 天,人物/ 和朋友,null
13658383,12938,海南,出发时间/2019-06-12,出行天数/2 天,人物/家庭出游,人均费用/2000RMB
17150251,12938,海南,出发时间/2019-09-03,出行天数/5 天,人物/其它,人均费用/4000RMB
8204174,12938,海南,出发时间/2015-03-08,出行天数/8 天,人物/情侣/夫妻,人均费用/3000RMB
18538807,12938,海南,出发时间/2020-01-15,出行天数/7 天,人物/带孩子,人均费用/4000RMB
16948912,12938,海南,出发时间/2019-02-28,出行天数/4 天,人物/其它,null
11686770,12938,海南,null,null,null,null
8179978,12938,海南,出发时间/2017-04-23,出行天数/10 天,人物/情侣/夫妻,人均费用/7000RMB
11846342,12938,海南,出发时间/2019-01-11,出行天数/17 天,人物/一个人,人均费用/6800RMB
8448986,12938,海南,出发时间/2018-02-07,出行天数/5 天,人物/家庭出游,人均费用/4000RMB
6606335,12938,海南,出发时间/2017-01-06,出行天数/8 天,人物/带孩子,人均费用/2900RMB
11477858,12938,海南,出发时间/2018-12-04,出行天数/22 天,人物/ 和朋友,人均费用/5000RMB
17474167,12938,海南,null,null,null,null
16517094,12938,海南,出发时间/2019-06-22,出行天数/1 天,人物/情侣/夫妻,null
17092567,12938,海南,null,null,null,null
8168610,12938,海南,null,null,null,null
7029725,12938,海南,null,null,null,null
7555664,12938,海南,出发时间/2017-08-26,出行天数/7 天,人物/ 和朋友,人均费用/5000RMB
18700264,12938,海南,出发时间/2019-12-30,出行天数/6 天,人物/情侣/夫妻,人均费用/5000RMB
18351703,12938,海南,出发时间/2019-05-13,出行天数/7 天,人物/ 和朋友,人均费用/2000RMB
14165574,12938,海南,出发时间/2019-06-01,出行天数/7 天,人物/情侣/夫妻,人均费用/6000RMB
10544878,12938,海南,null,null,null,null
7427333,12938,海南,出发时间/2017-05-22,出行天数/27 天,人物/带孩子,null
16046352,12938,海南,出发时间/2019-07-08,出行天数/9 天,人物/家庭出游,null
12207638,12938,海南,null,null,null,null
16791229,12938,海南,null,null,null,null
11186166,12938,海南,出发时间/2018-08-12,出行天数/6 天,人物/带孩子,人均费用/7000RMB
18250612,12938,海南,出发时间/2019-12-15,出行天数/7 天,人物/情侣/夫妻,null
16612860,12938,海南,出发时间/2019-07-30,出行天数/7 天,人物/家庭出游,人均费用/2800RMB
18626374,12938,海南,出发时间/2019-10-09,出行天数/45 天,人物/家庭出游,人均费用/12000RMB
15326160,12938,海南,出发时间/2018-04-03,出行天数/9 天,人物/一个人,人均费用/2700RMB
16800322,12938,海南,出发时间/2019-08-19,出行天数/1 天,人物/家庭出游,人均费用/150RMB
17011096,12938,海南,null,null,null,null
18212386,12938,海南,null,null,null,null
18439288,12938,海南,出发时间/2019-06-25,出行天数/9 天,人物/情侣/夫妻,人均费用/3063RMB
16825339,12938,海南,null,null,null,null
14677779,12938,海南,出发时间/2019-06-24,出行天数/5 天,人物/ 和朋友,人均费用/5000RMB
18146791,12938,海南,出发时间/2019-12-19,出行天数/5 天,人物/一个人,人均费用/200RMB
9288701,12938,海南,出发时间/2017-04-19,出行天数/4 天,人物/情侣/夫妻,人均费用/7000RMB
14073726,12938,海南,出发时间/2019-06-15,出行天数/7 天,人物/和同学,null
9193265,12938,海南,出发时间/2018-04-29,出行天数/7 天,人物/ 和朋友,人均费用/2000RMB
18577243,12938,海南,出发时间/2020-01-22,出行天数/8 天,人物/家庭出游,null
11690986,12938,海南,出发时间/2019-01-15,出行天数/4 天,人物/ 和朋友,人均费用/2300RMB
6363944,12938,海南,出发时间/2016-11-15,出行天数/10 天,人物/情侣/夫妻,人均费用/3000RMB
11226030,12938,海南,出发时间/2018-11-13,出行天数/6 天,人物/情侣/夫妻,人均费用/2778RMB
9755301,12938,海南,出发时间/2017-09-09,出行天数/8 天,人物/带孩子,人均费用/6000RMB
17478580,12938,海南,null,null,null,null
9207961,12938,海南,出发时间/2018-04-30,出行天数/8 天,人物/家庭出游,人均费用/4000RMB
7573529,12938,海南,出发时间/2010-08-30,出行天数/5 天,人物/一个人,null
11515842,12938,海南,null,null,人物/家庭出游,null
18329221,12938,海南,出发时间/2019-12-21,出行天数/6 天,人物/家庭出游,人均费用/2850RMB
13652527,12938,海南,null,null,null,null
18103678,12938,海南,出发时间/2019-11-10,出行天数/7 天,人物/ 和朋友,人均费用/3000RMB
17830279,12938,海南,出发时间/2019-11-01,出行天数/5 天,人物/ 和朋友,人均费用/4000RMB
11692022,12938,海南,出发时间/2017-02-01,出行天数/15 天,人物/家庭出游,人均费用/5000RMB
17807803,12938,海南,出发时间/2017-05-07,出行天数/7 天,人物/家庭出游,人均费用/5000RMB
8063052,12938,海南,出发时间/2017-12-01,出行天数/3 天,人物/ 和朋友,人均费用/1700RMB
9110149,12938,海南,出发时间/2018-04-18,出行天数/5 天,人物/带孩子,null
8283314,12938,海南,出发时间/2018-01-04,出行天数/11 天,人物/家庭出游,人均费用/4375RMB
3291057,12938,海南,出发时间/2014-01-27,出行天数/10 天,人物/ 和朋友,人均费用/5000RMB
13192938,12938,海南,出发时间/2019-05-26,出行天数/7 天,人物/家庭出游,人均费用/2800RMB
18328147,12938,海南,null,null,null,null
18004744,12938,海南,出发时间/2019-10-16,出行天数/5 天,人物/一个人,人均费用/5500RMB
11705642,12938,海南,出发时间/2019-01-24,出行天数/2 天,人物/家庭出游,人均费用/100RMB
16566042,12938,海南,null,null,null,null
18356644,12938,海南,null,null,null,null
10080798,12938,海南,出发时间/2018-07-25,出行天数/8 天,人物/家庭出游,人均费用/3000RMB
3526641,12938,海南,出发时间/2015-10-04,出行天数/3 天,人物/ 和朋友,null
17316850,12938,海南,null,null,null,null
17806306,12938,海南,出发时间/2019-08-16,出行天数/7 天,人物/ 和朋友,人均费用/2500RMB
12663606,12938,海南,null,null,null,null
10323246,12938,海南,出发时间/2018-06-11,出行天数/7 天,人物/家庭出游,null
11895222,12938,海南,null,null,null,null
11470870,12938,海南,出发时间/2018-10-13,出行天数/8 天,人物/家庭出游,人均费用/4000RMB
7190771,12938,海南,出发时间/2017-06-25,出行天数/5 天,人物/带孩子,人均费用/5000RMB
10365746,12938,海南,出发时间/2018-08-12,出行天数/4 天,人物/家庭出游,人均费用/3000RMB
6533297,12938,海南,出发时间/2016-02-26,出行天数/9 天,人物/情侣/夫妻,人均费用/4000RMB
7669007,12938,海南,出发时间/2017-07-27,出行天数/11 天,人物/家庭出游,null
11593510,12938,海南,null,null,null,null
18438856,12938,海南,出发时间/2019-12-27,出行天数/7 天,人物/家庭出游,人均费用/5000RMB
11851830,12938,海南,出发时间/2019-02-07,出行天数/5 天,人物/家庭出游,人均费用/7000RMB
7393517,12938,海南,出发时间/2017-06-03,出行天数/7 天,人物/情侣/夫妻,人均费用/5000RMB
17807755,12938,海南,null,null,null,null
14845932,12938,海南,出发时间/2019-02-08,出行天数/7 天,人物/一个人,人均费用/1850RMB
11134362,12938,海南,出发时间/2017-10-10,出行天数/36 天,人物/ 和朋友,人均费用/12500RMB
10276490,12938,海南,出发时间/2018-04-21,出行天数/10 天,人物/ 和朋友,人均费用/3300RMB
13546378,12938,海南,出发时间/2019-03-07,出行天数/52 天,人物/家庭出游,人均费用/9000RMB
6190136,12938,海南,null,null,null,null
11933462,12938,海南,出发时间/2019-01-13,出行天数/7 天,人物/带孩子,人均费用/2500RMB
17952283,12938,海南,null,null,null,null
17152207,12938,海南,null,null,null,null
17185900,12938,海南,出发时间/2019-09-27,出行天数/7 天,人物/情侣/夫妻,null
17969626,12938,海南,出发时间/2019-09-19,出行天数/14 天,人物/情侣/夫妻,人均费用/7500RMB
11812706,12938,海南,出发时间/2019-01-16,出行天数/10 天,人物/ 和朋友,人均费用/1000RMB
11412198,12938,海南,出发时间/2018-01-19,出行天数/10 天,人物/其它,人均费用/2500RMB
12169502,12938,海南,出发时间/2019-03-20,出行天数/5 天,人物/ 和朋友,人均费用/2500RMB
18532396,12938,海南,出发时间/2016-11-29,出行天数/20 天,人物/一个人,人均费用/5500RMB
12659730,12938,海南,出发时间/2018-05-02,出行天数/4 天,人物/一个人,人均费用/500RMB
8556086,12938,海南,出发时间/2018-01-30,出行天数/10 天,人物/家庭出游,人均费用/10000RMB
8479750,12938,海南,出发时间/2018-02-01,出行天数/20 天,人物/家庭出游,人均费用/1000RMB
5484243,12938,海南,出发时间/2016-02-07,出行天数/8 天,人物/情侣/夫妻,人均费用/2000RMB
11478630,12938,海南,null,null,null,null
12324478,12938,海南,出发时间/2019-04-03,出行天数/6 天,人物/带孩子,人均费用/5000RMB
11448410,12938,海南,出发时间/2018-12-21,出行天数/14 天,人物/ 和朋友,人均费用/180RMB
11992570,12938,海南,出发时间/2018-01-23,出行天数/24 天,人物/带孩子,null
11744050,12938,海南,出发时间/2019-01-30,出行天数/1 天,人物/ 和朋友,人均费用/38RMB
9792617,12938,海南,出发时间/2018-06-28,出行天数/8 天,人物/家庭出游,人均费用/4500RMB
18060877,12938,海南,null,null,null,null
3473980,12938,海南,null,null,null,null
13947186,12938,海南,null,null,null,null
15927939,12938,海南,出发时间/2018-09-20,出行天数/5 天,人物/情侣/夫妻,人均费用/4000RMB
11784150,12938,海南,出发时间/2019-01-24,出行天数/8 天,人物/家庭出游,null
17771275,12938,海南,出发时间/2019-11-02,出行天数/1 天,人物/带孩子,人均费用/100RMB
11278150,12938,海南,出发时间/2018-03-10,出行天数/5 天,人物/情侣/夫妻,null
11348862,12938,海南,出发时间/2018-11-25,出行天数/7 天,人物/家庭出游,人均费用/5000RMB
18311251,12938,海南,出发时间/2019-12-28,出行天数/10 天,人物/情侣/夫妻,null
9733189,12938,海南,出发时间/2018-04-29,出行天数/8 天,null,人均费用/5000RMB
16972606,12938,海南,null,null,null,null
17355445,12938,海南,null,null,null,null
17473858,12938,海南,null,null,null,null
17104591,12938,海南,出发时间/2014-10-08,出行天数/6 天,人物/情侣/夫妻,null
18383509,12938,海南,null,null,null,null
18369955,12938,海南,出发时间/2020-01-01,出行天数/30 天,人物/一个人,人均费用/3000RMB
17467858,12938,海南,出发时间/2019-10-10,出行天数/10 天,人物/一个人,人均费用/1RMB
12348554,12938,海南,出发时间/2019-02-03,出行天数/5 天,人物/家庭出游,人均费用/3000RMB
10450886,12938,海南,null,null,null,null
12315022,12938,海南,出发时间/2018-12-11,出行天数/17 天,人物/情侣/夫妻,null
18993640,12938,海南,出发时间/2019-07-17,出行天数/3 天,人物/一个人,人均费用/1000RMB
17343994,12938,海南,出发时间/2019-10-10,出行天数/2 天,人物/ 和朋友,null
7005647,12938,海南,出发时间/2017-05-10,出行天数/5 天,人物/其它,null
18899209,12938,海南,出发时间/2012-11-22,出行天数/6 天,人物/ 和朋友,null
7098605,12938,海南,null,null,null,null
3346248,12938,海南,null,null,null,null
11726374,12938,海南,出发时间/2008-09-29,出行天数/6 天,人物/ 和朋友,null
7498817,12938,海南,出发时间/2017-08-19,出行天数/1 天,人物/家庭出游,人均费用/250RMB
17274556,12938,海南,出发时间/2019-10-23,出行天数/10 天,人物/其它,null
9487681,12938,海南,null,null,null,null
16202970,12938,海南,null,null,人物/一个人,null
5535923,12938,海南,出发时间/2015-11-10,出行天数/6 天,人物/一个人,人均费用/2000RMB
11829754,12938,海南,出发时间/2019-01-26,出行天数/9 天,人物/一个人,人均费用/9000RMB
17360089,12938,海南,null,null,null,null
3275182,12938,海南,null,null,null,null
7863748,12938,海南,出发时间/2017-09-28,出行天数/6 天,人物/情侣/夫妻,人均费用/2000RMB
18459229,12938,海南,null,null,null,null
16525476,12938,海南,出发时间/2019-05-16,出行天数/7 天,人物/情侣/夫妻,人均费用/5000RMB
5367156,12938,海南,出发时间/2015-01-26,出行天数/15 天,人物/ 和朋友,人均费用/3000RMB
19197874,12938,海南,出发时间/2020-04-03,出行天数/3 天,人物/ 和朋友,人均费用/3580RMB
18176656,12938,海南,null,null,null,null
16838761,12938,海南,null,null,null,null
17516452,12938,海南,出发时间/2019-10-01,出行天数/5 天,人物/情侣/夫妻,人均费用/4500RMB
7785082,12938,海南,出发时间/2017-12-07,出行天数/10 天,人物/ 和朋友,人均费用/3980RMB
14352913,12938,海南,null,null,人物/和同学,人均费用/2600RMB
11424790,12938,海南,出发时间/2018-05-04,出行天数/5 天,人物/情侣/夫妻,null
9183541,12938,海南,出发时间/2018-04-29,出行天数/10 天,人物/情侣/夫妻,人均费用/7000RMB
